# Note that the FOCAS reductions are ongoing.
# The values presented here were manually derived.
# We are currently working on a pipeline to automate reductions.
#
# Flag values correspond to:
# s=strong/reliable
# w=weak/less reliable
# n=no conspicuous features
#
SN instrument z_hel plus minus r flag
19kpv FOCAS 0.042491 0.001 0.001 None ?
19kpv FOCAS 0.042491 0.001 0.001 None ?
19kpv FOCAS 0.042491 0.001 0.001 None ?
19nft FOCAS 0.069246 0.001 0.001 None ?
19nft FOCAS 0.069246 0.001 0.001 None ?
19nft FOCAS 0.069246 0.001 0.001 None ?
19nft FOCAS 0.069246 0.001 0.001 None ?
19nwf FOCAS 0.06464116548832113 0.001 0.001 None ?
19nwf FOCAS 0.06464116548832113 0.001 0.001 None ?
19nwf FOCAS 0.06464116548832113 0.001 0.001 None ?
19nwf FOCAS 0.06464116548832113 0.001 0.001 None ?
19nwf FOCAS 0.06464116548832113 0.001 0.001 None ?
19nwf FOCAS 0.06464116548832113 0.001 0.001 None ?
19oci FOCAS 0.038550155610422514 0.001 0.001 None ?
19oci FOCAS 0.038550155610422514 0.001 0.001 None ?
19oci FOCAS 0.038550155610422514 0.001 0.001 None ?
19oci FOCAS 0.038550155610422514 0.001 0.001 None ?
19pdy FOCAS 0.076066 0.001 0.001 None ?
19qeo FOCAS 0.05682346598600704 0.001 0.001 None ?
19qeo FOCAS 0.05682346598600704 0.001 0.001 None ?
19qeo FOCAS 0.05682346598600704 0.001 0.001 None ?
19qeo FOCAS 0.05682346598600704 0.001 0.001 None ?
19sla FOCAS 0.06276280250480956 0.001 0.001 None ?
19sla FOCAS 0.06276280250480956 0.001 0.001 None ?
19sla FOCAS 0.06276280250480956 0.001 0.001 None ?
19sla FOCAS 0.06276280250480956 0.001 0.001 None ?
19sla FOCAS 0.06276280250480956 0.001 0.001 None ?
19sla FOCAS 0.06276280250480956 0.001 0.001 None ?
19spa FOCAS 0.03207433493092018 0.001 0.001 None ?
19spa FOCAS 0.03207433493092018 0.001 0.001 None ?
19spa FOCAS 0.03207433493092018 0.001 0.001 None ?
19spa FOCAS 0.03207433493092018 0.001 0.001 None ?
19weu FOCAS 0.03247619867645693 0.001 0.001 None ?
19weu FOCAS 0.03247619867645693 0.001 0.001 None ?
19weu FOCAS 0.03247619867645693 0.001 0.001 None ?
19weu FOCAS 0.03247619867645693 0.001 0.001 None ?
19weu FOCAS 0.03247619867645693 0.001 0.001 None ?
19weu FOCAS 0.03247619867645693 0.001 0.001 None ?
19zho FOCAS 0.07231 0.001 0.001 None ?
19zho FOCAS 0.07231 0.001 0.001 None ?
20aafx FOCAS 0.058458552551646586 0.001 0.001 None ?
20aafx FOCAS 0.058458552551646586 0.001 0.001 None ?
20aafx FOCAS 0.058458552551646586 0.001 0.001 None ?
20aafx FOCAS 0.058458552551646586 0.001 0.001 None ?
20aczg FOCAS 0.02506024168345545 0.001 0.001 None ?
20aczg FOCAS 0.02506024168345545 0.001 0.001 None ?
20amt FOCAS 0.044863624231176194 0.001 0.001 None ?
20amt FOCAS 0.044863624231176194 0.001 0.001 None ?
20amt FOCAS 0.044863624231176194 0.001 0.001 None ?
20amt FOCAS 0.044863624231176194 0.001 0.001 None ?
20amt FOCAS 0.044863624231176194 0.001 0.001 None ?
20amt FOCAS 0.044863624231176194 0.001 0.001 None ?
20bdf FOCAS 0.03417152074831255 0.001 0.001 None ?
20bdf FOCAS 0.03417152074831255 0.001 0.001 None ?
20bdf FOCAS 0.03417152074831255 0.001 0.001 None ?
20bdf FOCAS 0.03417152074831255 0.001 0.001 None ?
20bdf FOCAS 0.03417152074831255 0.001 0.001 None ?
20bdf FOCAS 0.03417152074831255 0.001 0.001 None ?
20bdx FOCAS None 0.001 0.001 None ?
20bpz FOCAS 0.039273106214959705 0.001 0.001 None ?
20bpz FOCAS 0.039273106214959705 0.001 0.001 None ?
20bpz FOCAS 0.039273106214959705 0.001 0.001 None ?
20bpz FOCAS 0.039273106214959705 0.001 0.001 None ?
20buy FOCAS 0.09036782 0.001 0.001 None ?
20buy FOCAS 0.09036782 0.001 0.001 None ?
20buy FOCAS 0.09036782 0.001 0.001 None ?
20buy FOCAS 0.09036782 0.001 0.001 None ?
20buy FOCAS 0.09036782 0.001 0.001 None ?
20buy FOCAS 0.09036782 0.001 0.001 None ?
20cvn FOCAS 0.04735983735432441 0.001 0.001 None ?
20cvn FOCAS 0.04735983735432441 0.001 0.001 None ?
20cvn FOCAS 0.04735983735432441 0.001 0.001 None ?
20cvn FOCAS 0.04735983735432441 0.001 0.001 None ?
20ddk FOCAS 0.08056933 0.001 0.001 None ?
20ddk FOCAS 0.08056933 0.001 0.001 None ?
20ddk FOCAS 0.08056933 0.001 0.001 None ?
20ddk FOCAS 0.08056933 0.001 0.001 None ?
20kbw FOCAS 0.0763146331603018 0.001 0.001 None ?
20kbw FOCAS 0.0763146331603018 0.001 0.001 None ?
20kbw FOCAS 0.0763146331603018 0.001 0.001 None ?
20kbw FOCAS 0.0763146331603018 0.001 0.001 None ?
20krw FOCAS 0.07571644883497536 0.001 0.001 None ?
20krw FOCAS 0.07571644883497536 0.001 0.001 None ?
20krw FOCAS 0.07571644883497536 0.001 0.001 None ?
20krw FOCAS 0.07571644883497536 0.001 0.001 None ?
20kui FOCAS 0.096727204641164 0.001 0.001 None ?
20kui FOCAS 0.096727204641164 0.001 0.001 None ?
20kui FOCAS 0.096727204641164 0.001 0.001 None ?
20kui FOCAS 0.096727204641164 0.001 0.001 None ?
20lfe FOCAS 0.03648547592993159 0.001 0.001 None ?
20lfe FOCAS 0.03648547592993159 0.001 0.001 None ?
20naj FOCAS 0.057356119414972664 0.001 0.001 None ?
20naj FOCAS 0.057356119414972664 0.001 0.001 None ?
20onv FOCAS 0.093672 0.001 0.001 None ?
20qic FOCAS 0.048501 0.001 0.001 None ?
20qic FOCAS 0.048501 0.001 0.001 None ?
20tgi FOCAS 0.0841134 0.001 0.001 None ?
20tgi FOCAS 0.0841134 0.001 0.001 None ?
20tgi FOCAS 0.0841134 0.001 0.001 None ?
20tgi FOCAS 0.0841134 0.001 0.001 None ?
20tgi FOCAS 0.0841134 0.001 0.001 None ?
20tgi FOCAS 0.0841134 0.001 0.001 None ?
20tqn FOCAS 0.0790932 0.001 0.001 None ?
20tqn FOCAS 0.0790932 0.001 0.001 None ?
20tqn FOCAS 0.0790932 0.001 0.001 None ?
20tqn FOCAS 0.0790932 0.001 0.001 None ?
20tqn FOCAS 0.0790932 0.001 0.001 None ?
20tqn FOCAS 0.0790932 0.001 0.001 None ?
20tuf FOCAS 0.09224678242196128 0.001 0.001 None ?
20tuf FOCAS 0.09224678242196128 0.001 0.001 None ?
20tzl FOCAS 0.05213414 0.001 0.001 None ?
20tzl FOCAS 0.05213414 0.001 0.001 None ?
20tzl FOCAS 0.05213414 0.001 0.001 None ?
20tzl FOCAS 0.05213414 0.001 0.001 None ?
20unl FOCAS None None None None ?
20vas FOCAS 0.0714631 0.001 0.001 None ?
20vas FOCAS 0.0714631 0.001 0.001 None ?
20vas FOCAS 0.0714631 0.001 0.001 None ?
20vas FOCAS 0.0714631 0.001 0.001 None ?
20vax FOCAS 0.05486305974510322 0.001 0.001 None ?
20vax FOCAS 0.05486305974510322 0.001 0.001 None ?
20vwv FOCAS 0.03186 0.001 0.001 None ?
20vwv FOCAS 0.03186 0.001 0.001 None ?
20wap FOCAS 0.10107561 0.001 0.001 None ?
20wap FOCAS 0.10107561 0.001 0.001 None ?
20wap FOCAS 0.10107561 0.001 0.001 None ?
20wap FOCAS 0.10107561 0.001 0.001 None ?
20wgr FOCAS 0.034964 0.001 0.001 None ?
20wux FOCAS 0.0673574053772697 0.001 0.001 None ?
20wux FOCAS 0.0673574053772697 0.001 0.001 None ?
20wux FOCAS 0.0673574053772697 0.001 0.001 None ?
20wux FOCAS 0.0673574053772697 0.001 0.001 None ?
20wux FOCAS 0.0673574053772697 0.001 0.001 None ?
20wux FOCAS 0.0673574053772697 0.001 0.001 None ?
20xyh FOCAS 0.10151279 0.001 0.001 None ?
20xyh FOCAS 0.10151279 0.001 0.001 None ?
20xyh FOCAS 0.10151279 0.001 0.001 None ?
20xyh FOCAS 0.10151279 0.001 0.001 None ?
20yav FOCAS 0.039466165154065244 0.001 0.001 None ?
20yav FOCAS 0.039466165154065244 0.001 0.001 None ?
20yav FOCAS 0.039466165154065244 0.001 0.001 None ?
20yav FOCAS 0.039466165154065244 0.001 0.001 None ?
20yav FOCAS 0.039466165154065244 0.001 0.001 None ?
20yav FOCAS 0.039466165154065244 0.001 0.001 None ?
20ygj FOCAS 0.06477136963245902 0.001 0.001 None s
20yjf FOCAS 0.03817874 0.001 0.001 None ?
20yjf FOCAS 0.03817874 0.001 0.001 None ?
20yjf FOCAS 0.03817874 0.001 0.001 None ?
20yjf FOCAS 0.03817874 0.001 0.001 None ?
20ymv FOCAS 0.06775664311213012 0.001 0.001 None ?
20ymv FOCAS 0.06775664311213012 0.001 0.001 None ?
20ymv FOCAS 0.06775664311213012 0.001 0.001 None ?
20ymv FOCAS 0.06775664311213012 0.001 0.001 None ?
20ywf FOCAS 0.08164277027341674 0.001 0.001 None ?
20ywf FOCAS 0.08164277027341674 0.001 0.001 None ?
20ywf FOCAS 0.08164277027341674 0.001 0.001 None ?
20ywf FOCAS 0.08164277027341674 0.001 0.001 None ?
20yzv FOCAS 0.0641256 0.001 0.001 None ?
20yzv FOCAS 0.0641256 0.001 0.001 None ?
20yzv FOCAS 0.0641256 0.001 0.001 None ?
20yzv FOCAS 0.0641256 0.001 0.001 None ?
20yzv FOCAS 0.0641256 0.001 0.001 None ?
20yzv FOCAS 0.0641256 0.001 0.001 None ?
20zgh FOCAS 0.047491 0.001 0.001 None ?
20zgh FOCAS 0.047491 0.001 0.001 None ?
20zhd FOCAS 0.07541217 0.001 0.001 None ?
20zhd FOCAS 0.07541217 0.001 0.001 None ?
20zhd FOCAS 0.07541217 0.001 0.001 None ?
20zhd FOCAS 0.07541217 0.001 0.001 None ?
20zjn FOCAS 0.038973 0.001 0.001 None ?
20zjn FOCAS 0.038973 0.001 0.001 None ?
20zpf FOCAS 0.09751038961556147 0.001 0.001 None ?
20zpf FOCAS 0.09751038961556147 0.001 0.001 None ?
20zpf FOCAS 0.09751038961556147 0.001 0.001 None ?
20zpf FOCAS 0.09751038961556147 0.001 0.001 None ?
20zpf FOCAS 0.09751038961556147 0.001 0.001 None ?
20zpf FOCAS 0.09751038961556147 0.001 0.001 None ?
20zwe FOCAS 0.08099181718646664 0.001 0.001 None ?
20zwe FOCAS 0.08099181718646664 0.001 0.001 None ?
20zwe FOCAS 0.08099181718646664 0.001 0.001 None ?
20zwe FOCAS 0.08099181718646664 0.001 0.001 None ?
20zwe FOCAS 0.08099181718646664 0.001 0.001 None ?
20zwe FOCAS 0.08099181718646664 0.001 0.001 None ?
21accx FOCAS 0.03036994730899031 0.001 0.001 None ?
21accx FOCAS 0.03036994730899031 0.001 0.001 None ?
21bmi FOCAS 0.0850436 0.001 0.001 None ?
21bmi FOCAS 0.0850436 0.001 0.001 None ?
21bpn FOCAS 0.059856 0.001 0.001 None ?
21bpn FOCAS 0.059856 0.001 0.001 None ?
21btm FOCAS 0.04171236194956778 0.001 0.001 None ?
21btm FOCAS 0.04171236194956778 0.001 0.001 None ?
21btm FOCAS 0.04171236194956778 0.001 0.001 None ?
21btm FOCAS 0.04171236194956778 0.001 0.001 None ?
21cac FOCAS 0.06410688994078254 0.001 0.001 None ?
21cac FOCAS 0.06410688994078254 0.001 0.001 None ?
21cbx FOCAS 0.080587 0.001 0.001 None ?
21cbx FOCAS 0.080587 0.001 0.001 None ?
21cbx FOCAS 0.080587 0.001 0.001 None ?
21cbx FOCAS 0.080587 0.001 0.001 None ?
21cbx FOCAS 0.080587 0.001 0.001 None ?
21cbx FOCAS 0.080587 0.001 0.001 None ?
21cjx FOCAS 0.1119180436354375 0.001 0.001 None ?
21cjx FOCAS 0.1119180436354375 0.001 0.001 None ?
21cym FOCAS 0.044649872787470304 0.001 0.001 None s
21cym FOCAS None 0.001 0.001 None ?
21cym FOCAS 0.044889514611985384 0.001 0.001 None s
21cym FOCAS None 0.001 0.001 None ?
21cym FOCAS None 0.001 0.001 None ?
21ddh FOCAS 0.04947822501732919 0.001 0.001 None ?
21ddh FOCAS 0.04947822501732919 0.001 0.001 None ?
21ddh FOCAS 0.04947822501732919 0.001 0.001 None ?
21ddh FOCAS 0.04947822501732919 0.001 0.001 None ?
21ddh FOCAS 0.04947822501732919 0.001 0.001 None ?
21ddh FOCAS 0.04947822501732919 0.001 0.001 None ?
21fck FOCAS 0.056 0.001 0.001 None ?
21fck FOCAS 0.056 0.001 0.001 None ?
21fck FOCAS 0.056 0.001 0.001 None ?
21ftu FOCAS 0.0823868 0.001 0.001 None ?
21ftu FOCAS 0.0823868 0.001 0.001 None ?
21ftu FOCAS 0.0823868 0.001 0.001 None ?
21ftu FOCAS 0.0823868 0.001 0.001 None ?
21ftu FOCAS 0.0823868 0.001 0.001 None ?
21ftu FOCAS 0.0823868 0.001 0.001 None ?
21fwm FOCAS 0.07260911751170022 0.001 0.001 None ?
21fwm FOCAS 0.07260911751170022 0.001 0.001 None ?
21fwm FOCAS 0.07260911751170022 0.001 0.001 None ?
21fwm FOCAS 0.07260911751170022 0.001 0.001 None ?
21lxg FOCAS 0.06776402012564338 0.001 0.001 None ?
21lxg FOCAS 0.06776402012564338 0.001 0.001 None ?
21msv FOCAS 0.0509 0.001 0.001 None ?
21msv FOCAS 0.0509 0.001 0.001 None ?
21wvj FOCAS 0.0281601 0.001 0.001 None ?
21wvj FOCAS 0.0281601 0.001 0.001 None ?
21yaj FOCAS None 0.001 0.001 None ?
22eat FOCAS 0.11517000000000001 0.001 0.001 None ?
22eat FOCAS 0.11517000000000001 0.001 0.001 None ?
22eat FOCAS 0.11517000000000001 0.001 0.001 None ?
22eat FOCAS 0.027467934788639823 0.001 0.001 None s
22nb FOCAS None 0.001 0.001 None ?
22qsn FOCAS None 0.001 0.001 None ?
22rid FOCAS 0.07111538434347484 0.001 0.001 None s
22rng FOCAS 0.09294073032406315 0.001 0.001 None s
22rnu FOCAS None 0.001 0.001 None ?
22rnz FOCAS None 0.001 0.001 None ?
22rnz FOCAS None 0.001 0.001 None ?
22rti FOCAS None 0.001 0.001 None ?
22ruz FOCAS 0.0815004221009055 0.001 0.001 None s
22ruz FOCAS 0.081291428985992 0.001 0.001 None s
22shl FOCAS None 0.001 0.001 None ?
22shv FOCAS 0.101767 0.001 0.001 None ?
22shv FOCAS 0.101767 0.001 0.001 None ?
22sjf FOCAS None None None None ?
22sjf FOCAS 0.03335366553662629 0.001 0.001 None s
22sjf FOCAS None None None None ?
22sjf FOCAS None None None None ?
22ssh FOCAS 0.07060481599178997 0.001 0.001 None s
22ssk FOCAS None 0.001 0.001 None ?
22ssl FOCAS 0.06730596795792225 0.001 0.001 None s
22syq FOCAS 0.09643544605205695 0.001 0.001 None s
22szg FOCAS None 0.001 0.001 None ?
22tku FOCAS None 0.001 0.001 None ?
22tra FOCAS None 0.001 0.001 None ?
22tra FOCAS None 0.001 0.001 None ?
22tra FOCAS None 0.001 0.001 None ?
22tra FOCAS None 0.001 0.001 None ?
22tra FOCAS None 0.001 0.001 None ?
22ubg FOCAS 0.011898 0.001 0.001 None ?
22vrj FOCAS 0.049364913992167074 0.001 0.001 None s
22zqu FOCAS None 0.001 0.001 None ?
19bka FOCAS None 0.001 0.001 None ?
19bka FOCAS None 0.001 0.001 None ?
19bka FOCAS None 0.001 0.001 None ?
19bka FOCAS None 0.001 0.001 None ?
19bsp FOCAS None 0.001 0.001 None ?
19bsp FOCAS 0.04693324735542511 0.001 0.001 None w
19bsp FOCAS None 0.001 0.001 None ?
19bsp FOCAS None 0.001 0.001 None ?
19bsp FOCAS None 0.001 0.001 None ?
19bsp FOCAS None 0.001 0.001 None ?
19dfx FOCAS None 0.001 0.001 None ?
19dfx FOCAS 0.04886004777898506 0.001 0.001 None w
19dfx FOCAS None 0.001 0.001 None ?
19dfx FOCAS None 0.001 0.001 None ?
19hyv FOCAS None 0.001 0.001 None ?
19hyv FOCAS None 0.001 0.001 None ?
19hyv FOCAS None 0.001 0.001 None ?
19hyv FOCAS None 0.001 0.001 None ?
19iev FOCAS None 0.001 0.001 None ?
19iev FOCAS None 0.001 0.001 None ?
19iev FOCAS None 0.001 0.001 None ?
19iev FOCAS None 0.001 0.001 None ?
19ihl FOCAS 0.10119 0.001 0.001 None s
19ihl FOCAS None 0.001 0.001 None ?
19ihl FOCAS None 0.001 0.001 None ?
19ihl FOCAS None 0.001 0.001 None ?
19wli FOCAS None 0.001 0.001 None ?
19wli FOCAS None 0.001 0.001 None ?
20chi FOCAS 0.0737123025065957 2.95047097094e-06 2.95047097094e-06 None s
20chi FOCAS 0.0737123025065957 2.95047097094e-06 2.95047097094e-06 None s
20cvo FOCAS 0.02538 0.001 0.001 None s
20cvo FOCAS None 0.001 0.001 None ?
20cvo FOCAS None 0.001 0.001 None ?
20cvo FOCAS None 0.001 0.001 None ?
20cvo FOCAS None 0.001 0.001 None ?
20cvo FOCAS None 0.001 0.001 None ?
20cvo FOCAS None 0.001 0.001 None ?
20cvo FOCAS None 0.001 0.001 None ?
20cvo FOCAS None 0.001 0.001 None ?
20cvo FOCAS None 0.001 0.001 None ?
20cvo FOCAS None 0.001 0.001 None ?
20cvo FOCAS None 0.001 0.001 None ?
20lip FOCAS None 0.001 0.001 None ?
20lkq FOCAS None 0.001 0.001 None ?
20lkq FOCAS None 0.001 0.001 None ?
20lkq FOCAS None 0.001 0.001 None ?
20lkq FOCAS None 0.001 0.001 None ?
20lkq FOCAS None 0.001 0.001 None ?
20lkq FOCAS None 0.001 0.001 None ?
20syk FOCAS None 0.001 0.001 None ?
20syk FOCAS None 0.001 0.001 None ?
20syk FOCAS None 0.001 0.001 None ?
20syk FOCAS None 0.001 0.001 None ?
20syk FOCAS None 0.001 0.001 None ?
20syk FOCAS None 0.001 0.001 None ?
20ubl FOCAS None 0.001 0.001 None ?
20ubl FOCAS None 0.001 0.001 None ?
20ubl FOCAS None 0.001 0.001 None ?
20ubl FOCAS None 0.001 0.001 None ?
20ubl FOCAS None 0.001 0.001 None ?
20ubl FOCAS None 0.001 0.001 None ?
20ufe FOCAS None 0.001 0.001 None ?
20ufe FOCAS None 0.001 0.001 None ?
20ufe FOCAS None 0.001 0.001 None ?
20ufe FOCAS None 0.001 0.001 None ?
20ufe FOCAS None 0.001 0.001 None ?
20ufe FOCAS None 0.001 0.001 None ?
20uyh FOCAS 0.052677 1.1901353906662582e-05 1.1901353906662582e-05 None s
20vau FOCAS None 0.001 0.001 None ?
20vau FOCAS None 0.001 0.001 None ?
20vau FOCAS None 0.001 0.001 None ?
20vau FOCAS None 0.001 0.001 None ?
20vex FOCAS None 0.001 0.001 None ?
20vex FOCAS 0.06720253576865473 0.001 0.001 None s
20vnr FOCAS None 0.001 0.001 None ?
20vnr FOCAS None 0.001 0.001 None ?
20vnr FOCAS None 0.001 0.001 None ?
20vnr FOCAS None 0.001 0.001 None ?
20vnr FOCAS None 0.001 0.001 None ?
20vnr FOCAS None 0.001 0.001 None ?
20vnr FOCAS None 0.001 0.001 None ?
20wie FOCAS 0.07188356870989933 0.001 0.001 None s
20wie FOCAS None 0.001 0.001 None ?
20wie FOCAS None 0.001 0.001 None ?
20wie FOCAS None 0.001 0.001 None ?
20wie FOCAS 0.07162857073487945 0.001 0.001 None s
20xcz FOCAS None 0.001 0.001 None ?
20xcz FOCAS None 0.001 0.001 None ?
20xcz FOCAS None 0.001 0.001 None ?
20xcz FOCAS None 0.001 0.001 None ?
20xsl FOCAS None 0.001 0.001 None ?
20zbc FOCAS None 0.001 0.001 None ?
21aceo FOCAS None 0.001 0.001 None ?
21aceo FOCAS None 0.001 0.001 None ?
21aceo FOCAS None 0.001 0.001 None ?
21aceo FOCAS None 0.001 0.001 None ?
21bpq FOCAS None 0.001 0.001 None ?
21bpq FOCAS None 0.001 0.001 None ?
21bpq FOCAS None 0.001 0.001 None ?
21bpq FOCAS None 0.001 0.001 None ?
21bto FOCAS None 0.001 0.001 None ?
21bto FOCAS None 0.001 0.001 None ?
21caf FOCAS None 0.001 0.001 None ?
21caf FOCAS None 0.001 0.001 None ?
21caf FOCAS None 0.001 0.001 None ?
21caf FOCAS None 0.001 0.001 None ?
21caf FOCAS None 0.001 0.001 None ?
21caf FOCAS None 0.001 0.001 None ?
21fbc FOCAS None 0.001 0.001 None ?
21fbc FOCAS None 0.001 0.001 None ?
21fbc FOCAS None 0.001 0.001 None ?
21fbc FOCAS None 0.001 0.001 None ?
21fbc FOCAS None 0.001 0.001 None ?
21fbc FOCAS None 0.001 0.001 None ?
21fof FOCAS 0.04088 0.001 0.001 None s
21fof FOCAS None 0.001 0.001 None ?
21gjm FOCAS None 0.001 0.001 None ?
21gjm FOCAS None 0.001 0.001 None ?
21gjm FOCAS None 0.001 0.001 None ?
21hzo FOCAS None 0.001 0.001 None ?
21hzo FOCAS 0.06556584746190718 0.001 0.001 None s
21hzo FOCAS None 0.001 0.001 None ?
21hzo FOCAS None 0.001 0.001 None ?
21iaf FOCAS 0.05429 0.001 0.001 None s
21iaf FOCAS None 0.001 0.001 None ?
21iaf FOCAS None 0.001 0.001 None ?
21iaf FOCAS None 0.001 0.001 None ?
21ify FOCAS None 0.001 0.001 None ?
21ify FOCAS None 0.001 0.001 None ?
21ikn FOCAS None 0.001 0.001 None ?
21ikn FOCAS None 0.001 0.001 None ?
21ikn FOCAS None 0.001 0.001 None ?
21ikn FOCAS None 0.001 0.001 None ?
21koo FOCAS None 0.001 0.001 None ?
21koo FOCAS 0.0917239672726851 0.001 0.001 None s
21koo FOCAS None 0.001 0.001 None ?
21koo FOCAS None 0.001 0.001 None ?
21lqy FOCAS None 0.001 0.001 None ?
21lqy FOCAS None 0.001 0.001 None ?
21lqy FOCAS None 0.001 0.001 None ?
21lqy FOCAS None 0.001 0.001 None ?
21lqy FOCAS None 0.001 0.001 None ?
21lqy FOCAS None 0.001 0.001 None ?
21lsr FOCAS None 0.001 0.001 None ?
21lsr FOCAS None 0.001 0.001 None ?
21lsr FOCAS None 0.001 0.001 None ?
21lsr FOCAS None 0.001 0.001 None ?
21lug FOCAS None 0.001 0.001 None ?
21lug FOCAS None 0.001 0.001 None ?
21lug FOCAS None 0.001 0.001 None ?
21lug FOCAS None 0.001 0.001 None ?
21lug FOCAS None 0.001 0.001 None ?
21lug FOCAS None 0.001 0.001 None ?
21lug FOCAS None 0.001 0.001 None ?
21lug FOCAS None 0.001 0.001 None ?
21pzt FOCAS None 0.001 0.001 None ?
21ymb FOCAS None 0.001 0.001 None ?
21ymf FOCAS None 0.001 0.001 None ?
21zw FOCAS None 0.001 0.001 None ?
21zw FOCAS None 0.001 0.001 None ?
21zw FOCAS None 0.001 0.001 None ?
21zw FOCAS None 0.001 0.001 None ?
22aart FOCAS None 0.001 0.001 None ?
22aart FOCAS None 0.001 0.001 None ?
22av FOCAS None 0.001 0.001 None ?
22D FOCAS None 0.001 0.001 None ?
22D FOCAS None 0.001 0.001 None ?
22ecn FOCAS None 0.001 0.001 None ?
22ecn FOCAS None 0.001 0.001 None ?
22ikn FOCAS None 0.001 0.001 None ?
22kjk FOCAS None 0.001 0.001 None ?
22kjk FOCAS None 0.001 0.001 None ?
22mq FOCAS None 0.001 0.001 None ?
22mq FOCAS None 0.001 0.001 None ?
22mto FOCAS None 0.001 0.001 None ?
22mye FOCAS None 0.001 0.001 None ?
22mye FOCAS None 0.001 0.001 None ?
22mzr FOCAS None 0.001 0.001 None ?
22mzr FOCAS None 0.001 0.001 None ?
22nab FOCAS None 0.001 0.001 None ?
22nab FOCAS None 0.001 0.001 None ?
22nab FOCAS None 0.001 0.001 None ?
22nab FOCAS None 0.001 0.001 None ?
22nam FOCAS None 0.001 0.001 None ?
22nam FOCAS None 0.001 0.001 None ?
22nam FOCAS None 0.001 0.001 None ?
22nam FOCAS None 0.001 0.001 None ?
22nbq FOCAS None 0.001 0.001 None ?
22nbq FOCAS None 0.001 0.001 None ?
22nbq FOCAS None 0.001 0.001 None ?
22nbq FOCAS None 0.001 0.001 None ?
22rar FOCAS None 0.001 0.001 None ?
22rcj FOCAS None 0.001 0.001 None ?
22rhc FOCAS None 0.001 0.001 None ?
22rhc FOCAS None 0.001 0.001 None ?
22rhc FOCAS None 0.001 0.001 None ?
22rhc FOCAS None 0.001 0.001 None ?
22rho FOCAS None 0.001 0.001 None ?
22rho FOCAS None 0.001 0.001 None ?
22rho FOCAS None 0.001 0.001 None ?
22rho FOCAS None 0.001 0.001 None ?
22rjx FOCAS None 0.001 0.001 None ?
22rkc FOCAS None 0.001 0.001 None ?
22ruh FOCAS None 0.001 0.001 None ?
22ruk FOCAS None 0.001 0.001 None ?
22rvb FOCAS None 0.001 0.001 None ?
22rvb FOCAS None 0.001 0.001 None ?
22ryw FOCAS None 0.001 0.001 None ?
22ryw FOCAS None 0.001 0.001 None ?
22ryw FOCAS None 0.001 0.001 None ?
22ryw FOCAS None 0.001 0.001 None ?
22ryw FOCAS None 0.001 0.001 None ?
22ryw FOCAS None 0.001 0.001 None ?
22sfc FOCAS None 0.001 0.001 None ?
22sfg FOCAS None 0.001 0.001 None ?
22son FOCAS None 0.001 0.001 None ?
22son FOCAS None 0.001 0.001 None ?
22son FOCAS None 0.001 0.001 None ?
22son FOCAS None 0.001 0.001 None ?
22ssj FOCAS None 0.001 0.001 None ?
22szq FOCAS None 0.001 0.001 None ?
22szq FOCAS None 0.001 0.001 None ?
22szq FOCAS None 0.001 0.001 None ?
22szq FOCAS None 0.001 0.001 None ?
22tiv FOCAS None 0.001 0.001 None ?
22tiv FOCAS None 0.001 0.001 None ?
22tiv FOCAS None 0.001 0.001 None ?
22tiv FOCAS None 0.001 0.001 None ?
22trc FOCAS None 0.001 0.001 None ?
22trc FOCAS None 0.001 0.001 None ?
22ubo FOCAS None 0.001 0.001 None ?
22ubo FOCAS None 0.001 0.001 None ?
22ubo FOCAS None 0.001 0.001 None ?
22ubo FOCAS None 0.001 0.001 None ?
22ubr FOCAS None 0.001 0.001 None ?
22ueh FOCAS None 0.001 0.001 None ?
22ujn FOCAS None 0.001 0.001 None ?
22vsq FOCAS None 0.001 0.001 None ?
22vwf FOCAS None 0.001 0.001 None ?
22vwf FOCAS None 0.001 0.001 None ?
22yus FOCAS None 0.001 0.001 None ?
22yxy FOCAS None 0.001 0.001 None ?
22yxy FOCAS None 0.001 0.001 None ?
22yz FOCAS None 0.001 0.001 None ?
G191B2B FOCAS None None None None ?
20kkc FOCAS 0.07001 None None None s
20kkc FOCAS None None None None ?
20kkc FOCAS None None None None ?
20kkc FOCAS None None None None ?
21gdm FOCAS 0.11131 None None None s
21gdm FOCAS None None None None ?
21gdm FOCAS None None None None ?
21gdm FOCAS None None None None ?
21ify FOCAS None None None None ?
21ify FOCAS None None None None ?
21ify FOCAS None None None None ?
21ify FOCAS None None None None ?
21ify FOCAS None None None None ?
21ify FOCAS None None None None ?
21ijy FOCAS 0.07262 None None None s
21ijy FOCAS None None None None ?
21bto FOCAS None None None None ?
21bto FOCAS None None None None ?
21bto FOCAS None None None None ?
21bto FOCAS None None None None ?
19bky FOCAS None None None None ?
19bky FOCAS 0.06343832236178236 None None None s
21kpu FOCAS 0.07084 None None None s
21kpu FOCAS None None None None ?
21kpu FOCAS None None None None ?
21kpu FOCAS None None None None ?
BD+28D4211 FOCAS None None None None ?
BD+28D4211 FOCAS None None None None ?
BD+28D4211 FOCAS None None None None ?
BD+28D4211 FOCAS None None None None ?
BD+28D4211 FOCAS None None None None ?
BD+28D4211 FOCAS None None None None ?
HZ44 FOCAS None None None None ?
HZ44 FOCAS None None None None ?
